日期,开盘,收盘,最高,最低,成交量,年月
2015-01-05,3258.63,3350.52,3369.28,3253.88,531352896,2015-01
2015-01-06,3330.8,3351.45,3394.22,3303.18,501516416,2015-01
2015-01-07,3351.45,3373.95,3381.57,3321.31,455400992,2015-01
2015-01-08,3371.96,3293.46,3374.9,3285.09,424059520,2015-01
2015-01-09,3285.63,3285.41,3337.08,3267.51,364041504,2015-01
2015-01-12,3258.21,3229.32,3268.48,3191.58,366228704,2015-01
2015-01-13,3218.74,3235.3,3259.39,3174.66,353583584,2015-01
2015-01-14,3222.34,3222.44,3269.82,3193.98,343642208,2015-01
2015-01-15,3228.85,3336.46,3337.08,3222.44,410264096,2015-01
2015-01-16,3343.6,3376.5,3400.32,3340.49,441364704,2015-01
2015-01-19,3376.5,3116.35,3406.79,3095.07,401428704,2015-01
2015-01-20,3115.89,3117.89,3190.25,3095.5,356168288,2015-01
2015-01-21,3114.56,3173.05,3189.87,3109.16,324616992,2015-01
2015-01-22,3172.05,3213.31,3235.25,3157.26,309715296,2015-01
2015-01-23,3213.31,3351.76,3352.38,3207.54,373462304,2015-01
2015-01-26,3380.77,3383.18,3406.79,3352.38,365640992,2015-01
2015-01-27,3383.18,3382.56,3400.32,3352.38,328294496,2015-01
2015-01-28,3382.56,3352.96,3394.22,3327.32,301070592,2015-01
2015-01-29,3352.96,3285.41,3352.96,3267.51,293288992,2015-01
2015-01-30,3285.41,3210.36,3285.41,3210.36,276745408,2015-01
2015-02-02,3206.14,3128.3,3206.14,3123.03,266506496,2015-02
2015-02-03,3128.3,3173.18,3178.34,3095.07,266506496,2015-02
2015-02-04,3173.18,3174.13,3206.14,3152.93,253947296,2015-02
2015-02-05,3174.13,3136.53,3195.68,3131.37,245096000,2015-02
2015-02-06,3136.53,3075.91,3141.69,3052.94,248430304,2015-02
2015-02-09,3075.91,3095.12,3110.49,3052.94,220136000,2015-02
2015-02-10,3095.12,3141.59,3146.75,3095.12,227550400,2015-02
2015-02-11,3141.59,3157.7,3173.18,3136.53,215364496,2015-02
2015-02-12,3157.7,3173.18,3178.34,3146.75,205072000,2015-02
2015-02-13,3173.18,3203.83,3208.99,3173.18,214919296,2015-02
2015-02-16,3203.83,3222.36,3227.52,3198.91,197650000,2015-02
2015-02-17,3222.36,3246.51,3251.67,3222.36,186364000,2015-02
2015-02-25,3251.67,3228.84,3256.83,3217.2,221847296,2015-02
2015-02-26,3228.84,3298.36,3303.52,3228.84,261066304,2015-02
2015-02-27,3298.36,3310.3,3331.43,3283.11,274200992,2015-02
2015-03-02,3310.3,3336.28,3352.38,3305.14,286335680,2015-03
2015-03-03,3336.28,3263.05,3336.28,3263.05,289670016,2015-03
2015-03-04,3263.05,3279.53,3289.87,3241.27,265140992,2015-03
2015-03-05,3279.53,3248.48,3284.71,3243.23,251006304,2015-03
2015-03-06,3248.48,3302.41,3307.57,3248.48,278180992,2015-03
2015-03-09,3302.41,3299.46,3327.32,3289.87,263805696,2015-03
2015-03-10,3299.46,3290.9,3315.05,3274.79,247550000,2015-03
2015-03-11,3290.9,3290.17,3310.3,3274.79,236264000,2015-03
2015-03-12,3290.17,3349.32,3354.48,3290.17,278180992,2015-03
2015-03-13,3349.32,3372.91,3378.07,3344.16,278180992,2015-03
2015-03-16,3372.91,3449.31,3454.47,3372.91,306356288,2015-03
2015-03-17,3449.31,3502.85,3507.74,3449.31,322611712,2015-03
2015-03-18,3502.85,3577.3,3582.27,3502.85,350787008,2015-03
2015-03-19,3577.3,3582.27,3614.7,3577.3,363921696,2015-03
2015-03-20,3582.27,3617.32,3622.28,3582.27,350787008,2015-03
2015-03-23,3617.32,3687.73,3692.7,3617.32,389092992,2015-03
2015-03-24,3687.73,3691.41,3715.87,3687.73,389092992,2015-03
2015-03-25,3691.41,3660.73,3710.9,3660.73,363921696,2015-03
2015-03-26,3660.73,3682.1,3687.07,3640.49,350787008,2015-03
2015-03-27,3682.1,3691.1,3715.87,3682.1,350787008,2015-03
2015-03-30,3691.1,3786.57,3791.54,3691.1,402227296,2015-03
2015-03-31,3786.57,3747.9,3814.26,3747.9,389092992,2015-03
2015-04-01,3747.9,3810.29,3815.26,3747.9,389092992,2015-04
2015-04-02,3810.29,3825.78,3830.75,3810.29,376958304,2015-04
2015-04-03,3825.78,3863.93,3868.9,3825.78,389092992,2015-04
2015-04-07,3863.93,3961.38,3966.35,3863.93,427398016,2015-04
2015-04-08,3961.38,3993.67,3998.64,3961.38,440532704,2015-04
2015-04-09,3993.67,3956.11,4040.35,3956.11,427398016,2015-04
2015-04-10,3956.11,4034.31,4039.28,3956.11,440532704,2015-04
2015-04-13,4034.31,4121.72,4126.69,4034.31,466802112,2015-04
2015-04-14,4121.72,4135.56,4140.53,4121.72,453667392,2015-04
2015-04-15,4135.56,4084.16,4145.5,4084.16,440532704,2015-04
2015-04-16,4084.16,4194.82,4199.79,4084.16,466802112,2015-04
2015-04-17,4194.82,4287.3,4292.27,4194.82,479936800,2015-04
2015-04-20,4287.3,4217.08,4356.0,4217.08,493071488,2015-04
2015-04-21,4217.08,4293.62,4298.59,4217.08,479936800,2015-04
2015-04-22,4293.62,4393.69,4398.66,4293.62,493071488,2015-04
2015-04-23,4393.69,4416.5,4421.47,4393.69,506206176,2015-04
2015-04-24,4416.5,4393.69,4431.41,4393.69,493071488,2015-04
2015-04-27,4393.69,4527.4,4532.37,4393.69,519340864,2015-04
2015-04-28,4527.4,4476.21,4537.34,4476.21,506206176,2015-04
2015-04-29,4476.21,4476.62,4522.44,4476.21,493071488,2015-04
2015-04-30,4476.62,4441.66,4481.59,4441.66,479936800,2015-04
2015-05-04,4441.66,4488.57,4493.54,4441.66,466802112,2015-05
2015-05-05,4488.57,4480.46,4518.61,4480.46,479936800,2015-05
2015-05-06,4480.46,4229.27,4480.46,4229.27,506206176,2015-05
2015-05-07,4229.27,4112.21,4229.27,4112.21,493071488,2015-05
2015-05-08,4112.21,4205.92,4210.89,4112.21,466802112,2015-05
2015-05-11,4205.92,4333.58,4338.55,4205.92,493071488,2015-05
2015-05-12,4333.58,4346.01,4350.98,4333.58,506206176,2015-05
2015-05-13,4346.01,4401.93,4406.9,4346.01,506206176,2015-05
2015-05-14,4401.93,4370.81,4411.87,4370.81,493071488,2015-05
2015-05-15,4370.81,4308.69,4375.78,4308.69,479936800,2015-05
2015-05-18,4308.69,4283.49,4313.66,4283.49,466802112,2015-05
2015-05-19,4283.49,4417.55,4422.52,4283.49,493071488,2015-05
2015-05-20,4417.55,4520.54,4525.51,4417.55,506206176,2015-05
2015-05-21,4520.54,4527.78,4532.75,4520.54,519340864,2015-05
2015-05-22,4527.78,4657.6,4662.57,4527.78,532475552,2015-05
2015-05-25,4657.6,4813.8,4818.77,4657.6,558744960,2015-05
2015-05-26,4813.8,4910.53,4915.5,4813.8,571879648,2015-05
2015-05-27,4910.53,4941.71,4946.68,4910.53,585014336,2015-05
2015-05-28,4941.71,4943.57,4986.5,4941.71,598149024,2015-05
2015-05-29,4943.57,4611.74,4943.57,4611.74,585014336,2015-05
2015-06-01,4611.74,4828.74,4833.71,4611.74,571879648,2015-06
2015-06-02,4828.74,4909.98,4914.95,4828.74,585014336,2015-06
2015-06-03,4909.98,4905.55,4953.42,4909.98,598149024,2015-06
2015-06-04,4905.55,4947.95,4952.92,4905.55,598149024,2015-06
2015-06-05,4947.95,5023.1,5028.07,4947.95,611283712,2015-06
2015-06-08,5023.1,5131.88,5136.85,5023.1,637553120,2015-06
2015-06-09,5131.88,5113.53,5146.95,5113.53,624418432,2015-06
2015-06-10,5113.53,5106.04,5151.92,5106.04,624418432,2015-06
2015-06-11,5106.04,5121.59,5146.95,5106.04,611283712,2015-06
2015-06-12,5121.59,5166.35,5178.19,5121.59,624418432,2015-06
2015-06-15,5166.35,5062.99,5171.32,5062.99,611283712,2015-06
2015-06-16,5062.99,4887.43,5062.99,4887.43,598149024,2015-06
2015-06-17,4887.43,4967.9,4972.87,4887.43,585014336,2015-06
2015-06-18,4967.9,4785.36,4967.9,4785.36,598149024,2015-06
2015-06-19,4785.36,4478.36,4785.36,4478.36,611283712,2015-06
2015-06-23,4478.36,4576.49,4581.46,4478.36,598149024,2015-06
2015-06-24,4576.49,4690.15,4695.12,4576.49,585014336,2015-06
2015-06-25,4690.15,4527.78,4690.15,4527.78,571879648,2015-06
2015-06-26,4527.78,4192.87,4527.78,4192.87,585014336,2015-06
2015-06-29,4192.87,4053.7,4297.47,4053.7,598149024,2015-06
2015-06-30,4053.7,4277.22,4282.19,4053.7,585014336,2015-06
2015-07-01,4277.22,4053.03,4277.22,4053.03,571879648,2015-07
2015-07-02,4053.03,3912.77,4053.03,3912.77,558744960,2015-07
2015-07-03,3912.77,3686.92,3912.77,3686.92,545610272,2015-07
2015-07-06,3686.92,3775.91,3794.38,3686.92,532475552,2015-07
2015-07-07,3775.91,3727.13,3803.88,3727.13,519340864,2015-07
2015-07-08,3727.13,3507.19,3727.13,3507.19,506206176,2015-07
2015-07-09,3507.19,3709.33,3714.3,3507.19,519340864,2015-07
2015-07-10,3709.33,3877.8,3882.77,3709.33,532475552,2015-07
2015-07-13,3877.8,3970.39,3975.36,3877.8,545610272,2015-07
2015-07-14,3970.39,3924.49,3980.33,3924.49,532475552,2015-07
2015-07-15,3924.49,3805.7,3924.49,3805.7,519340864,2015-07
2015-07-16,3805.7,3823.18,3841.65,3805.7,506206176,2015-07
2015-07-17,3823.18,3957.35,3962.32,3823.18,519340864,2015-07
2015-07-20,3957.35,3992.11,3997.08,3957.35,532475552,2015-07
2015-07-21,3992.11,4017.67,4022.64,3992.11,545610272,2015-07
2015-07-22,4017.67,4026.04,4031.01,4017.67,532475552,2015-07
2015-07-23,4026.04,4123.92,4128.89,4026.04,545610272,2015-07
2015-07-24,4123.92,4070.91,4128.89,4070.91,532475552,2015-07
2015-07-27,4070.91,3725.56,4070.91,3725.56,558744960,2015-07
2015-07-28,3725.56,3663.73,3744.03,3663.73,545610272,2015-07
2015-07-29,3663.73,3789.17,3794.14,3663.73,558744960,2015-07
2015-07-30,3789.17,3705.77,3794.14,3705.77,545610272,2015-07
2015-07-31,3705.77,3663.72,3724.56,3663.72,532475552,2015-07
2015-08-03,3663.72,3622.86,3681.7,3622.86,519340864,2015-08
2015-08-04,3622.86,3756.54,3761.51,3622.86,532475552,2015-08
2015-08-05,3756.54,3694.57,3756.54,3694.57,519340864,2015-08
2015-08-06,3694.57,3748.16,3753.13,3694.57,506206176,2015-08
2015-08-07,3748.16,3744.2,3763.67,3744.2,493071488,2015-08
2015-08-10,3744.2,3928.42,3933.39,3744.2,506206176,2015-08
2015-08-11,3928.42,3927.93,3933.39,3927.93,493071488,2015-08
2015-08-12,3927.93,3886.32,3933.39,3886.32,479936800,2015-08
2015-08-13,3886.32,3965.76,3970.73,3886.32,493071488,2015-08
2015-08-14,3965.76,3965.76,3970.73,3965.76,479936800,2015-08
2015-08-17,3965.76,3993.67,3998.64,3965.76,493071488,2015-08
2015-08-18,3993.67,3741.1,3993.67,3741.1,506206176,2015-08
2015-08-19,3741.1,3794.11,3799.08,3741.1,493071488,2015-08
2015-08-20,3794.11,3664.29,3794.11,3664.29,479936800,2015-08
2015-08-21,3664.29,3507.74,3664.29,3507.74,493071488,2015-08
2015-08-24,3507.74,3209.91,3507.74,3191.88,506206176,2015-08
2015-08-25,3209.91,2964.97,3214.88,2947.94,519340864,2015-08
2015-08-26,2964.97,2927.29,3085.63,2850.71,532475552,2015-08
2015-08-27,2927.29,3083.59,3088.56,2927.29,519340864,2015-08
2015-08-28,3083.59,3232.35,3237.32,3083.59,506206176,2015-08
2015-08-31,3232.35,3205.99,3237.32,3205.99,493071488,2015-08
2015-09-01,3205.99,3166.62,3210.96,3166.62,479936800,2015-09
2015-09-02,3166.62,3160.17,3175.65,3053.74,493071488,2015-09
2015-09-07,3160.17,3080.42,3180.62,3080.42,479936800,2015-09
2015-09-08,3080.42,3170.45,3175.42,3080.42,466802112,2015-09
2015-09-09,3170.45,3256.74,3261.71,3170.45,479936800,2015-09
2015-09-10,3256.74,3197.89,3261.71,3197.89,466802112,2015-09
2015-09-11,3197.89,3200.23,3215.71,3197.89,453667392,2015-09
2015-09-14,3200.23,3114.8,3205.2,3114.8,466802112,2015-09
2015-09-15,3114.8,3005.17,3114.8,3005.17,453667392,2015-09
2015-09-16,3005.17,3152.26,3157.23,3005.17,466802112,2015-09
2015-09-17,3152.26,3086.06,3157.23,3086.06,453667392,2015-09
2015-09-18,3086.06,3097.92,3102.89,3086.06,440532704,2015-09
2015-09-21,3097.92,3156.54,3161.51,3097.92,453667392,2015-09
2015-09-22,3156.54,3115.89,3161.51,3115.89,440532704,2015-09
2015-09-23,3115.89,3132.95,3137.92,3115.89,427398016,2015-09
2015-09-24,3132.95,3163.74,3168.71,3132.95,440532704,2015-09
2015-09-25,3163.74,3092.35,3168.71,3092.35,427398016,2015-09
2015-09-28,3092.35,3052.78,3097.32,3052.78,414263328,2015-09
2015-09-29,3052.78,3038.14,3057.75,3038.14,401128640,2015-09
2015-09-30,3038.14,3052.78,3057.75,3038.14,387993952,2015-09
2015-10-08,3052.78,3143.36,3148.33,3052.78,414263328,2015-10
2015-10-09,3143.36,3183.15,3188.12,3143.36,427398016,2015-10
2015-10-12,3183.15,3287.66,3292.63,3183.15,453667392,2015-10
2015-10-13,3287.66,3293.23,3298.2,3287.66,440532704,2015-10
2015-10-14,3293.23,3262.44,3298.2,3262.44,427398016,2015-10
2015-10-15,3262.44,3338.07,3343.04,3262.44,440532704,2015-10
2015-10-16,3338.07,3391.35,3396.32,3338.07,453667392,2015-10
2015-10-19,3391.35,3425.57,3430.54,3391.35,466802112,2015-10
2015-10-20,3425.57,3386.7,3430.54,3386.7,453667392,2015-10
2015-10-21,3386.7,3447.94,3452.91,3386.7,466802112,2015-10
2015-10-22,3447.94,3412.43,3452.91,3412.43,453667392,2015-10
2015-10-23,3412.43,3412.43,3417.4,3412.43,440532704,2015-10
2015-10-26,3412.43,3429.58,3434.55,3412.43,453667392,2015-10
2015-10-27,3429.58,3382.56,3434.55,3382.56,440532704,2015-10
2015-10-28,3382.56,3434.34,3439.31,3382.56,453667392,2015-10
2015-10-29,3434.34,3382.56,3439.31,3382.56,440532704,2015-10
2015-10-30,3382.56,3382.56,3387.53,3382.56,427398016,2015-10
2015-11-02,3382.56,3336.46,3387.53,3336.46,414263328,2015-11
2015-11-03,3336.46,3325.08,3341.43,3325.08,401128640,2015-11
2015-11-04,3325.08,3459.64,3464.61,3325.08,427398016,2015-11
2015-11-05,3459.64,3522.82,3527.79,3459.64,440532704,2015-11
2015-11-06,3522.82,3590.03,3595.0,3522.82,453667392,2015-11
2015-11-09,3590.03,3646.88,3651.85,3590.03,466802112,2015-11
2015-11-10,3646.88,3632.9,3651.85,3632.9,453667392,2015-11
2015-11-11,3632.9,3650.25,3655.22,3632.9,466802112,2015-11
2015-11-12,3650.25,3632.9,3655.22,3632.9,453667392,2015-11
2015-11-13,3632.9,3580.84,3637.87,3580.84,440532704,2015-11
2015-11-16,3580.84,3606.96,3611.93,3580.84,453667392,2015-11
2015-11-17,3606.96,3617.06,3622.03,3606.96,440532704,2015-11
2015-11-18,3617.06,3604.8,3622.03,3604.8,427398016,2015-11
2015-11-19,3604.8,3610.31,3615.28,3604.8,414263328,2015-11
2015-11-20,3610.31,3630.5,3635.47,3610.31,427398016,2015-11
2015-11-23,3630.5,3640.15,3645.12,3630.5,440532704,2015-11
2015-11-24,3640.15,3615.03,3645.12,3615.03,427398016,2015-11
2015-11-25,3615.03,3647.93,3652.9,3615.03,440532704,2015-11
2015-11-26,3647.93,3635.55,3652.9,3635.55,427398016,2015-11
2015-11-27,3635.55,3436.3,3635.55,3436.3,453667392,2015-11
2015-11-30,3436.3,3445.4,3450.37,3436.3,440532704,2015-11
2015-12-01,3445.4,3456.31,3461.28,3445.4,427398016,2015-12
2015-12-02,3456.31,3536.91,3541.88,3456.31,440532704,2015-12
2015-12-03,3536.91,3584.82,3589.79,3536.91,453667392,2015-12
2015-12-04,3584.82,3524.99,3589.79,3524.99,440532704,2015-12
2015-12-07,3524.99,3580.84,3585.81,3524.99,453667392,2015-12
2015-12-08,3580.84,3518.13,3585.81,3518.13,440532704,2015-12
2015-12-09,3518.13,3470.07,3523.1,3470.07,427398016,2015-12
2015-12-10,3470.07,3455.5,3475.04,3455.5,414263328,2015-12
2015-12-11,3455.5,3434.58,3460.47,3434.58,401128640,2015-12
2015-12-14,3434.58,3520.67,3525.64,3434.58,414263328,2015-12
2015-12-15,3520.67,3516.19,3525.64,3516.19,401128640,2015-12
2015-12-16,3516.19,3516.19,3521.16,3516.19,387993952,2015-12
2015-12-17,3516.19,3580.84,3585.81,3516.19,401128640,2015-12
2015-12-18,3580.84,3578.96,3585.81,3578.96,387993952,2015-12
2015-12-21,3578.96,3642.47,3647.44,3578.96,401128640,2015-12
2015-12-22,3642.47,3636.09,3647.44,3636.09,387993952,2015-12
2015-12-23,3646.09,3631.31,3651.06,3631.31,387993952,2015-12
2015-12-24,3631.31,3612.49,3636.28,3612.49,374859264,2015-12
2015-12-25,3612.49,3612.49,3617.46,3612.49,361724576,2015-12
2015-12-28,3612.49,3533.78,3612.49,3533.78,374859264,2015-12
2015-12-29,3533.78,3563.74,3568.71,3533.78,361724576,2015-12
2015-12-30,3563.74,3572.88,3577.85,3563.74,348589888,2015-12
2015-12-31,3572.88,3539.18,3577.85,3539.18,335455200,2015-12
